id,label
10777,1
12625,1
12735,1
12810,2
13024,1
16576,1
16842,1
18392,1
18902,2
19063,1
19996,1
10931,2
11883,3
12577,1
12889,1
13358,3
13799,1
14528,1
15642,1
17347,1
18823,1
19019,1
19992,2
10402,1
12016,1
13252,1
15817,1
16424,1
16466,1
17556,1
10053,1
10137,1
10172,2
10495,2
13021,1
13213,1
14165,2
16737,2
17030,1
19422,2
11046,2
13238,4
13248,1
13662,1
14336,1
14517,1
14968,1
17850,1
18268,2
10685,2
11100,1
13562,1
14180,1
14391,2
15379,1
18145,1
19255,2
19761,2
11992,3
15595,1
16157,4
18352,1
14047,1
14104,1
15010,2
16536,2
18433,2
19269,2
13721,4
14787,4
16327,2
17635,2
17636,1
18274,1
18387,1
19754,1
13041,2
14348,1
15196,1
15228,1
15991,1
16326,1
16907,1
18366,3
18506,1
19026,4
12339,4
13878,1
14236,1
14973,1
15946,4
18158,1
10404,1
16733,1
17618,1
18130,1
19031,1
10891,1
12982,1
14592,2
14651,1
15974,1
16524,1
17081,1
11642,4
11752,1
13215,1
14001,1
16894,1
18047,1
19402,1
19966,1
10473,1
10659,1
11378,1
13085,1
14576,1
17432,1
18714,1
19024,3
10976,1
12534,1
13553,1
14146,1
17505,1
11397,1
11819,2
12099,1
12192,4
12680,1
13247,1
13436,1
13876,1
14408,1
15161,3
15703,1
15989,1
18445,1
18793,2
19722,1
19941,1
10435,1
11359,1
12436,1
13334,1
15169,4
16815,4
17235,1
17319,1
17852,1
19365,1
19988,4
10293,1
10518,2
10545,4
14048,1
15416,1
17214,4
19652,1
10511,2
12473,1
12857,1
14143,1
18695,2
18868,2
12493,2
12950,1
13005,1
14917,2
15708,1
17890,1
11255,3
11504,1
11525,2
14002,1
18087,1
10983,1
11686,1
12998,1
14987,1
17548,1
17637,1
18553,3
12840,1
12866,1
14593,1
15348,1
16155,1
16902,1
18707,1
19223,1
11605,3
11872,1
13219,1
13484,1
15223,4
15600,1
16747,1
17740,1
10077,1
10194,1
14779,1
14833,2
11388,1
12252,1
13292,4
15966,1
19396,1
10726,1
12891,2
13606,1
15074,1
15309,1
15409,1
15786,1
16255,1
16571,1
18374,1
19539,1
19888,1
10804,1
14372,3
17880,1
18557,4
10218,1
10887,1
11522,1
11850,1
12082,1
12132,4
13588,1
13642,4
14431,2
14533,1
15506,4
16862,1
10146,1
10415,1
10911,1
11252,1
11425,3
13092,1
13367,4
13947,1
14554,1
14726,1
16233,1
16493,1
16738,1
13283,1
13435,1
13901,1
15429,1
16179,1
16226,1
18289,1
18468,1
11901,1
11969,2
12029,4
12571,1
13938,4
15469,1
16608,1
18907,4
19204,2
19236,1
10331,1
11658,4
11760,1
11904,1
11979,1
12034,4
13966,2
14601,4
15431,2
16160,2
17187,1
19831,1
11923,2
11988,1
12443,1
13505,2
13747,1
16790,4
18395,1
18406,2
10123,1
10778,1
11938,1
13272,2
13929,1
15176,1
17952,1
19507,1
19857,1
19912,1
19916,1
10397,1
10711,1
11033,1
12716,2
12900,2
13504,1
14108,2
14802,1
17902,1
19829,4
10205,1
10625,1
13377,1
14041,1
15934,2
16267,1
17023,1
18265,1
19366,1
10136,1
11098,3
13872,1
14928,1
19343,3
19356,4
10295,1
11809,1
12434,1
12674,4
12811,1
18548,1
19401,1
10046,4
14256,4
14420,1
16708,3
19490,3
14547,1
14868,1
14998,2
16177,2
16208,1
17419,2
19173,1
19540,4
11292,1
13304,2
13630,2
13680,1
13727,2
17380,4
17445,2
17798,1
18877,4
10469,1
11585,2
12781,1
13571,1
18800,1
10320,1
12727,1
12813,1
13813,2
15027,1
15366,2
16102,1
16315,2
17439,1
18315,1
14015,1
15375,2
16002,1
17066,2
18730,1
10955,1
13924,1
14617,1
14724,2
15870,1
17961,2
10961,1
11339,1
12804,1
15680,1
15953,1
16069,1
17965,1
18954,1
19472,1
11526,1
11864,1
13441,1
16139,4
17603,1
18894,1
19182,1
19640,1
15045,1
15878,3
16758,1
18895,2
10409,4
16017,4
18171,1
19288,2
19415,1
19612,1
19842,1
19897,1
10801,4
10855,1
11426,1
11480,1
12107,1
15103,1
15298,2
19078,1
19266,4
19588,4
12842,1
14501,1
14646,1
17083,1
19171,1
19961,1
11192,1
11705,4
11738,1
11902,1
13315,1
14804,1
15420,1
16251,2
16380,2
16705,2
17009,1
17778,1
19222,1
19557,2
10836,2
12176,2
15058,1
15979,4
11794,4
16018,1
16392,2
19553,1
19789,1
12374,4
13330,4
13434,1
15199,1
17735,1
10865,1
11314,1
14280,1
15604,1
15775,1
16040,1
16253,1
17467,1
10051,1
11889,2
11978,1
12248,4
13820,1
14649,1
14677,1
16455,1
18866,1
18964,1
11331,1
13072,1
16056,1
16717,1
17183,1
17567,2
17733,1
19574,2
12122,1
13009,1
15195,1
16365,1
17355,1
17692,1
17997,4
10526,1
10927,1
10935,4
12036,3
13884,1
16394,1
17324,1
17641,1
18225,1
18718,4
19036,1
19442,1
10311,3
11656,1
12927,1
15072,3
17164,1
17669,1
18204,1
18953,4
10744,4
10756,1
11460,1
12044,1
12775,1
13849,1
14200,1
14959,1
15757,1
18151,4
18328,1
18977,1
11547,4
11782,4
13378,2
13828,3
14600,1
15460,1
15673,1
16866,3
18096,4
18933,2
19838,1
11009,1
11424,1
13217,1
13959,1
13990,1
13992,1
14132,1
14474,1
15832,1
15937,3
15993,1
17025,4
17195,1
13326,1
13370,1
16751,1
17328,2
17458,4
10178,1
10657,1
14224,1
14806,1
15028,1
15054,2
17703,1
11069,1
12463,2
13039,1
14599,4
15741,1
17623,2
18656,1
19556,1
19835,1
13057,1
14269,1
19689,4
10921,1
12387,1
15120,1
15603,1
16848,1
17344,1
19848,1
10252,1
14631,1
15303,2
15401,1
16971,1
18162,1
18519,1
12517,1
13428,1
13801,1
15477,1
17163,1
17353,1
17421,1
17595,1
19054,4
11210,1
12995,1
13431,3
13613,4
14706,1
16333,2
17327,1
19010,1
19232,1
11750,2
12196,2
13065,2
15447,1
16294,1
16936,1
16983,1
16985,1
19331,2
11651,1
11669,1
15867,1
17105,1
18325,1
18350,2
18761,1
10561,1
10708,2
12401,1
12815,1
14578,1
19823,1
13308,1
15288,1
15881,2
16630,2
17189,4
18244,4
18390,1
12240,1
13603,2
14948,1
18438,1
19487,4
11535,2
13551,1
14241,4
10225,2
10292,1
10321,1
10732,1
11666,2
11847,2
12776,1
14783,1
16187,1
17668,1
18220,4
19190,1
10630,1
11663,1
11737,1
13243,4
14323,1
15323,1
16823,1
17005,1
10115,1
11843,1
12393,1
13575,2
14971,1
17770,1
18704,2
19209,1
10163,1
11032,1
11628,2
12005,1
12273,1
12721,1
14813,2
15238,1
15434,1
17625,1
18356,1
19345,1
12612,1
12622,2
14110,1
14121,1
15026,1
15067,1
15764,1
16937,4
17396,1
17598,4
18007,1
18105,1
18181,4
18974,1
10003,1
11284,4
11433,1
12554,1
13279,1
13386,1
13496,2
13986,4
14130,1
14231,1
14757,1
17208,2
17930,1
18753,1
19594,3
10085,2
14672,1
16953,1
17314,2
18486,2
18787,1
18801,2
19107,2
10528,1
10540,1
12745,1
13122,1
15965,1
19969,1
10056,1
11096,4
11234,1
11796,1
14443,1
14716,1
16676,2
17557,1
18476,1
10280,1
10494,1
10643,1
11523,1
13702,1
16858,1
17533,1
19009,1
10026,1
13225,2
14764,1
15055,1
15500,1
17233,4
19141,1
11136,1
13121,4
13328,1
17236,1
17679,2
18848,1
10774,1
11216,1
13207,1
14777,4
16776,1
17297,4
18956,1
10374,2
11179,1
13970,2
14386,1
15564,1
15706,1
16171,3
17169,1
17291,1
18744,1
19037,1
11129,1
11935,1
12474,2
12703,4
13086,2
14395,1
14411,1
17768,3
10004,3
10182,1
10474,1
11297,1
12500,1
19254,1
10818,2
10943,2
11977,1
12193,1
15011,1
18048,1
11107,1
11498,2
13569,1
14740,2
15794,1
16687,1
17007,1
17222,2
19425,1
10757,1
12006,1
12102,1
16431,4
16533,1
16811,1
17325,1
19559,1
11199,1
12524,1
14445,1
14577,1
15967,1
17538,1
18299,2
18499,2
12383,1
12470,4
13951,1
16272,1
16933,1
17829,2
18233,2
18482,4
19051,1
10090,4
10933,4
16921,1
18751,2
19892,1
10193,3
10215,1
11091,1
11670,1
16132,2
16660,2
18640,1
19034,4
19955,1
10539,1
11171,2
11193,1
11586,1
13178,1
13921,1
17294,1
17336,3
10027,1
10577,1
13691,1
15008,1
15393,2
16879,1
17998,1
12257,1
12527,1
12984,1
14306,2
16586,1
17096,4
17259,1
18865,1
10387,1
12480,1
14249,1
14292,4
16005,1
16545,1
16578,1
16750,2
10517,1
11853,1
12090,1
12704,1
12953,2
13363,1
14140,1
15079,1
15738,1
19083,1
10021,2
12340,4
15355,1
15466,1
15961,1
17002,1
18330,4
18708,1
19079,1
19220,4
10985,2
11488,1
11561,1
11868,1
15181,1
15719,1
16521,1
17191,1
17989,2
19165,1
10015,2
10854,1
11558,1
11726,1
13473,1
18837,2
12276,1
14792,1
16492,1
17916,4
19403,1
13498,1
14094,4
15049,1
16476,1
11172,1
13036,1
19527,1
11182,1
12543,2
13869,2
15952,1
17415,1
10265,1
10522,1
10722,3
13132,4
14219,4
15542,1
15620,1
18169,1
10452,1
10683,2
12445,1
12765,1
12824,1
15758,1
16181,1
18489,2
19874,2
11113,1
11867,1
15453,1
17334,2
17398,1
17820,4
10037,4
10231,1
10264,1
12576,1
12909,1
16322,1
18613,1
19045,1
10884,1
11974,1
14835,1
16094,2
17908,2
18450,4
19858,1
10012,2
10861,1
12472,1
13253,1
13778,1
16159,1
17238,3
17863,4
19694,2
12212,1
14535,4
15113,1
16332,1
18616,1
11692,3
11714,4
12337,1
13688,1
14785,1
15970,1
16556,1
19115,4
19364,1
19882,1
11984,1
14250,1
14297,3
15370,2
15811,1
16678,1
18401,1
10045,1
10785,1
11068,1
11218,1
11894,1
13448,1
13790,1
14496,2
14732,3
15759,1
16427,1
17154,2
17286,4
17914,1
18161,1
18187,1
10256,1
12528,1
14550,1
18079,2
18100,1
12181,1
12408,1
14869,1
16563,1
17304,1
17711,1
17926,1
18388,1
18585,1
10084,1
10121,4
11028,4
11093,1
15715,1
16119,1
18692,2
19192,1
10266,1
10373,1
14612,1
15358,3
15504,2
16469,1
18275,1
18355,1
19155,1
10661,1
12211,4
14261,1
14571,1
15145,2
15587,1
16340,1
16732,2
18058,1
18063,1
18359,1
11572,2
12668,1
12787,4
12916,1
14084,1
14962,4
16317,1
17451,1
13022,1
14487,2
14884,1
19799,1
10488,1
10725,1
15093,2
15327,1
15874,1
15900,2
18208,2
18287,1
10418,4
12570,4
12615,1
14930,2
17744,1
18447,1
10014,1
10162,1
10660,2
11262,1
13030,1
14914,1
15743,1
16875,4
16913,1
11025,1
11149,2
12672,1
12764,1
13382,2
13388,1
14091,1
14330,2
15521,1
16282,1
16789,1
18037,1
19371,1
11641,1
14473,1
14916,2
15330,1
17666,2
18273,3
10516,1
11787,4
12105,1
12269,1
13208,1
13271,3
13744,2
15030,1
15131,2
15914,1
16996,1
17204,1
12406,2
13640,2
13873,1
15405,1
15438,1
16760,2
19839,1
11362,1
12422,1
14520,1
15498,1
15533,1
10748,1
11994,2
13347,1
14773,1
10375,1
13223,3
15187,1
16367,4
16369,4
10780,4
11724,3
11801,1
12650,4
13939,1
14115,1
15275,1
15342,1
15949,1
16897,1
17561,1
18038,1
13218,1
13359,1
14101,1
14393,1
15580,2
15658,1
16127,2
16896,1
17947,1
18138,1
18672,1
19290,1
19709,1
12750,1
12937,1
13351,1
13627,1
15141,2
16243,1
17591,1
18061,2
10669,1
11591,4
11728,1
12355,1
12357,1
13794,1
14741,2
16257,1
16488,1
17257,1
17571,1
18701,1
19275,1
12809,1
13687,1
15198,1
16011,1
16200,1
16500,1
17943,1
18626,2
10000,1
10419,1
14349,3
15332,1
16075,1
16631,1
17006,1
17870,2
10151,1
10737,2
11341,2
11576,1
12847,1
13491,1
13573,2
15250,1
18684,1
19259,4
19407,2
19536,1
10349,1
13229,4
13481,1
14926,1
15814,1
17273,4
17443,1
18948,1
19737,1
10812,1
11023,1
11151,1
11671,1
12305,1
14197,3
14812,4
15820,2
10986,1
12644,1
14544,1
15630,1
11138,1
12743,1
13197,3
13547,1
13735,2
14858,1
15819,1
17339,1
19203,1
19670,1
10101,1
10334,1
10918,1
11176,4
16564,4
16754,1
16851,1
16965,1
17967,1
17996,1
18132,1
19120,2
11533,1
12188,2
12405,1
12459,1
16185,1
17013,1
19338,1
10127,1
11478,1
13556,1
13674,1
14676,1
16512,2
15006,1
12748,1
13741,4
14504,1
14664,1
15570,4
15710,1
17358,1
17938,1
11356,3
11444,1
16825,1
16888,1
17057,3
17407,2
18899,4
12089,1
12121,1
15780,1
16351,1
18154,1
18603,1
19962,2
11231,1
11743,1
12156,1
14116,1
15185,4
15467,1
19914,1
10134,1
10430,1
12314,4
12444,1
15121,1
17858,3
18733,4
19238,1
11431,1
12930,2
15371,1
17815,1
18072,1
18281,1
19993,1
11267,1
11966,1
12043,4
13963,2
14373,1
14543,1
15694,1
17871,1
10981,4
11153,1
12186,1
13096,4
17201,1
12749,1
13746,4
13948,1
15295,1
16195,1
16731,1
10058,1
12730,1
12968,4
13332,4
16036,1
16136,1
18292,1
18803,1
10152,1
10882,1
11919,1
13423,2
14159,1
14368,1
14771,1
15510,1
15709,1
16470,1
16550,1
16957,4
17284,1
17361,1
17866,2
18203,1
19315,1
19964,4
11219,1
14339,3
15166,1
15928,2
16433,1
10530,4
13152,1
14340,1
14828,1
15847,1
17640,1
