time1,zhu1,time2,zhu2,time3,zhu3,A1,A2,A3,B1,B2,B3,C1,C2,C3,D1,D2,D3
7:00:40,0,7:30:50,0,7:31:10,0,0,0,0,0,0,0,0,0,0,0,0,0
7:00:49,0,7:30:59,0,7:31:19,0,0,0,0,0,0,0,0,0,0,0,0,0
7:00:56,0,7:31:06,0,7:31:26,0,0,0,0,0,0,0,0,0,0,0,0,0
7:01:03,0,7:31:10,0,7:31:33,0,0,0,0,0,0,0,0,0,0,0,0,0
7:01:10,0,7:31:13,0,7:31:40,0,0,0,0,0,0,0,0,0,0,0,0,0
7:01:17,0,7:31:19,0,7:31:47,0,0,0,0,0,0,0,0,0,0,0,0,0
7:01:24,0,7:31:20,0,7:31:54,0,0,0,0,0,0,0,0,0,0,0,0,0
7:01:31,0,7:31:26,0,7:32:01,0,0,0,0,0,0,0,0,0,0,0,0,0
7:01:38,0,7:31:27,0,7:32:08,0,0,0,0,0,0,0,0,0,0,0,0,0
7:01:45,0,7:31:29,0,7:32:15,0,0,0,0,0,0,0,0,0,0,0,0,0
7:01:52,0,7:31:30,0,7:32:22,0,0,0,0,0,0,0,0,0,0,0,0,0
7:01:59,0,7:31:33,0,7:32:29,0,0,0,0,0,0,0,0,0,0,0,0,0
7:02:00,0,7:31:34,0,7:33:20,0,0,0,0,0,0,0,0,0,0,0,0,0
7:02:09,0,7:31:36,0,7:33:28,0,0,0,0,0,0,0,0,0,0,0,0,0
7:02:16,0,7:31:39,0,7:33:35,0,0,0,0,0,0,0,0,0,0,0,0,0
7:02:23,0,7:31:40,0,7:33:42,0,0,0,0,0,0,0,0,0,0,0,0,0
7:02:30,0,7:31:41,0,7:33:49,0,0,0,0,0,0,0,0,0,0,0,0,0
7:02:37,0,7:31:43,0,7:33:50,0,0,0,0,0,0,0,0,0,0,0,0,0
7:02:44,0,7:31:46,0,7:33:56,0,0,0,0,0,0,0,0,0,0,0,0,0
7:02:51,0,7:31:48,0,7:33:59,0,0,0,0,0,0,0,0,0,0,0,0,0
7:02:58,0,7:31:50,0,7:34:03,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:00,0,7:31:53,0,7:34:06,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:05,0,7:31:55,0,7:34:10,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:09,0,7:31:56,0,7:34:13,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:12,0,7:31:57,0,7:34:17,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:16,0,7:32:00,0,7:34:20,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:19,0,7:32:02,0,7:34:24,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:23,0,7:32:04,0,7:34:27,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:26,0,7:32:07,0,7:34:34,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:30,0,7:32:09,0,7:34:41,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:37,0,7:32:11,0,7:34:48,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:44,0,7:32:12,0,7:34:55,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:50,0,7:32:14,0,7:35:02,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:51,0,7:32:18,0,7:35:09,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:58,0,7:32:19,0,7:35:16,0,0,0,0,0,0,0,0,0,0,0,0,0
7:03:59,0,7:32:21,0,7:37:10,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:05,0,7:32:25,0,7:37:19,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:06,0,7:32:26,0,7:37:26,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:10,0,7:32:28,0,7:37:30,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:12,0,7:32:30,0,7:37:33,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:13,0,7:32:33,0,7:37:38,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:18,0,7:32:35,0,7:37:40,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:19,0,7:32:39,0,7:37:45,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:20,0,7:32:40,0,7:37:47,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:25,0,7:32:46,0,7:37:48,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:27,0,7:32:47,0,7:37:52,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:32,0,7:32:53,0,7:37:54,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:34,0,7:33:00,0,7:37:55,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:39,0,7:33:07,0,7:37:59,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:41,0,7:33:14,0,7:38:01,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:46,0,7:33:21,0,7:38:02,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:48,0,7:33:28,0,7:38:06,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:53,0,7:33:35,0,7:38:08,0,0,0,0,0,0,0,0,0,0,0,0,0
7:04:55,0,7:33:40,0,7:38:09,0,0,0,0,0,0,0,0,0,0,0,0,0
7:05:00,0,7:33:42,0,7:38:10,0,0,0,0,0,0,0,0,0,0,0,0,0
7:05:02,0,7:33:49,0,7:38:13,0,0,0,0,0,0,0,0,0,0,0,0,0
7:05:07,0,7:33:56,0,7:38:15,0,0,0,0,0,0,0,0,0,0,0,0,0
7:05:09,0,7:34:03,0,7:38:16,0,0,0,0,0,0,0,0,0,0,0,0,0
7:05:14,0,7:34:10,0,7:38:19,0,0,0,0,0,0,0,0,0,0,0,0,0
7:05:30,0,7:34:17,0,7:38:20,0,0,0,0,0,0,0,0,0,0,0,0,0
7:05:39,0,7:34:24,0,7:38:23,0,0,0,0,0,0,0,0,0,0,0,0,0
7:05:46,0,7:34:31,0,7:38:26,0,0,0,0,0,0,0,0,0,0,0,0,0
7:05:53,0,7:34:38,0,7:38:27,0,0,0,0,0,0,0,0,0,0,0,0,0
7:06:00,0,7:34:45,0,7:38:28,0,0,0,0,0,0,0,0,0,0,0,0,0
7:06:07,0,7:34:50,0,7:38:30,0,0,0,0,0,0,0,0,0,0,0,0,0
7:06:14,0,7:34:52,0,7:38:33,0,0,0,0,0,0,0,0,0,0,0,0,0
7:06:21,0,7:34:59,0,7:38:34,0,0,0,0,0,0,0,0,0,0,0,0,0
7:06:28,0,7:35:00,0,7:38:35,0,0,0,0,0,0,0,0,0,0,0,0,0
7:06:35,0,7:35:06,0,7:38:37,0,0,0,0,0,0,0,0,0,0,0,0,0
7:07:20,0,7:35:08,0,7:38:40,0,0,0,0,0,0,0,0,0,0,0,0,0
7:07:29,0,7:35:13,0,7:38:41,0,0,0,0,0,0,0,0,0,0,0,0,0
7:07:36,0,7:35:15,0,7:38:42,0,0,0,0,0,0,0,0,0,0,0,0,0
7:07:43,0,7:35:20,0,7:38:44,0,0,0,0,0,0,0,0,0,0,0,0,0
7:07:50,0,7:35:22,0,7:38:47,0,0,0,0,0,0,0,0,0,0,0,0,0
7:07:57,0,7:35:27,0,7:38:48,0,0,0,0,0,0,0,0,0,0,0,0,0
7:07:58,0,7:35:29,0,7:38:49,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:04,0,7:35:34,0,7:38:51,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:10,0,7:35:36,0,7:38:54,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:11,0,7:35:41,0,7:38:56,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:16,0,7:35:43,0,7:38:58,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:18,0,7:35:48,0,7:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:22,0,7:35:50,0,7:39:01,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:25,0,7:35:55,0,7:39:03,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:28,0,7:35:57,0,7:39:05,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:32,0,7:36:02,0,7:39:08,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:34,0,7:36:04,0,7:39:10,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:39,0,7:36:09,0,7:39:14,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:40,0,7:36:11,0,7:39:15,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:46,0,7:36:18,0,7:39:17,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:52,0,7:36:25,0,7:39:20,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08:58,0,7:36:32,0,7:39:22,0,0,0,0,0,0,0,0,0,0,0,0,0
7:09:04,0,7:36:39,0,7:39:24,0,0,0,0,0,0,0,0,0,0,0,0,0
7:10:00,0,7:37:10,0,7:39:26,0,0,0,0,0,0,0,0,0,0,0,0,0
7:10:09,0,7:37:19,0,7:39:29,0,0,0,0,0,0,0,0,0,0,0,0,0
7:10:16,0,7:37:26,0,7:39:30,0,0,0,0,0,0,0,0,0,0,0,0,0
7:10:23,0,7:37:33,0,7:39:31,0,0,0,0,0,0,0,0,0,0,0,0,0
7:10:30,0,7:37:40,0,7:39:32,0,0,0,0,0,0,0,0,0,0,0,0,0
7:10:37,0,7:37:47,0,7:39:36,0,0,0,0,0,0,0,0,0,0,0,0,0
7:10:44,0,7:37:54,0,7:39:38,0,0,0,0,0,0,0,0,0,0,0,0,0
7:10:51,0,7:38:01,0,7:39:39,0,0,0,0,0,0,0,0,0,0,0,0,0
7:10:58,0,7:38:08,0,7:39:43,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:00,0,7:38:15,0,7:39:44,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:05,0,7:38:22,0,7:39:45,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:08,0,7:38:29,0,7:39:46,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:12,0,7:38:40,0,7:39:50,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:15,0,7:38:49,0,7:39:53,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:19,0,7:38:56,0,7:39:56,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:22,0,7:39:03,0,7:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:26,0,7:39:10,0,7:40:02,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:29,0,7:39:17,0,7:40:07,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:33,0,7:39:24,0,7:40:08,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:36,0,7:39:31,0,7:40:14,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:40,0,7:39:38,0,7:40:21,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:43,0,7:39:45,0,7:40:28,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:48,0,7:39:52,0,7:40:35,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:50,0,7:39:59,0,7:40:42,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:55,0,7:40:00,0,7:40:49,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:57,0,7:40:06,0,7:40:56,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11:59,0,7:40:07,0,7:41:03,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:02,0,7:40:08,0,7:41:30,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:04,0,7:40:15,0,7:41:38,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:06,0,7:40:22,0,7:41:39,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:09,0,7:40:29,0,7:41:45,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:11,0,7:40:36,0,7:41:46,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:13,0,7:40:43,0,7:41:52,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:16,0,7:40:50,0,7:41:53,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:18,0,7:40:57,0,7:41:59,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:20,0,7:41:04,0,7:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:23,0,7:41:40,0,7:42:06,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:27,0,7:41:49,0,7:42:07,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:30,0,7:41:56,0,7:42:13,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:34,0,7:42:03,0,7:42:14,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:37,0,7:42:10,0,7:42:20,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:41,0,7:42:17,0,7:42:21,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:44,0,7:42:24,0,7:42:27,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:48,0,7:42:31,0,7:42:28,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:50,0,7:42:38,0,7:42:34,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:51,0,7:42:45,0,7:42:35,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:55,0,7:45:00,0,7:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:58,0,7:45:09,0,7:42:49,0,0,0,0,0,0,0,0,0,0,0,0,0
7:12:59,0,7:45:10,0,7:42:56,0,0,0,0,0,0,0,0,0,0,0,0,0
7:13:06,0,7:45:16,0,7:43:03,0,0,0,0,0,0,0,0,0,0,0,0,0
7:13:13,0,7:45:18,0,7:44:10,0,0,0,0,0,0,0,0,0,0,0,0,0
7:13:20,0,7:45:20,0,7:44:18,0,0,0,0,0,0,0,0,0,0,0,0,0
7:13:27,0,7:45:23,0,7:44:25,0,0,0,0,0,0,0,0,0,0,0,0,0
7:13:34,0,7:45:25,0,7:44:32,0,0,0,0,0,0,0,0,0,0,0,0,0
7:13:41,0,7:45:28,0,7:44:39,0,0,0,0,0,0,0,0,0,0,0,0,0
7:13:48,0,7:45:30,0,7:44:40,0,0,0,0,0,0,0,0,0,0,0,0,0
7:13:55,0,7:45:32,0,7:44:46,0,0,0,0,0,0,0,0,0,0,0,0,0
7:14:02,0,7:45:35,0,7:44:49,0,0,0,0,0,0,0,0,0,0,0,0,0
7:14:09,0,7:45:37,0,7:44:53,0,0,0,0,0,0,0,0,0,0,0,0,0
7:14:20,0,7:45:39,0,7:44:56,0,0,0,0,0,0,0,0,0,0,0,0,0
7:14:28,0,7:45:42,0,7:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0
7:14:35,0,7:45:44,0,7:45:03,0,0,0,0,0,0,0,0,0,0,0,0,0
7:14:42,0,7:45:46,0,7:45:07,0,0,0,0,0,0,0,0,0,0,0,0,0
7:14:49,0,7:45:49,0,7:45:08,0,0,0,0,0,0,0,0,0,0,0,0,0
7:14:50,0,7:45:51,0,7:45:10,0,0,0,0,0,0,0,0,0,0,0,0,0
7:14:56,0,7:45:53,0,7:45:14,0,0,0,0,0,0,0,0,0,0,0,0,0
7:14:59,0,7:45:56,0,7:45:15,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:03,0,7:45:58,0,7:45:17,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:06,0,7:46:00,0,7:45:21,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:10,0,7:46:03,0,7:45:22,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:13,0,7:46:05,0,7:45:24,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:17,0,7:46:07,0,7:45:28,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:18,0,7:46:10,0,7:45:29,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:19,0,7:46:12,0,7:45:31,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:20,0,7:46:14,0,7:45:36,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:24,0,7:46:17,0,7:45:38,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:25,0,7:46:19,0,7:45:40,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:26,0,7:46:21,0,7:45:43,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:27,0,7:46:24,0,7:45:45,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:31,0,7:46:26,0,7:45:48,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:32,0,7:46:28,0,7:45:50,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:33,0,7:46:31,0,7:45:52,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:34,0,7:46:38,0,7:45:55,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:38,0,7:46:45,0,7:45:57,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:39,0,7:47:30,0,7:45:59,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:40,0,7:47:39,0,7:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:41,0,7:47:46,0,7:46:02,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:46,0,7:47:50,0,7:46:04,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:47,0,7:47:53,0,7:46:06,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:48,0,7:47:59,0,7:46:08,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:53,0,7:48:00,0,7:46:09,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:54,0,7:48:07,0,7:46:11,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15:55,0,7:48:09,0,7:46:15,0,0,0,0,0,0,0,0,0,0,0,0,0
7:16:00,0,7:48:14,0,7:46:16,0,0,0,0,0,0,0,0,0,0,0,0,0
7:16:01,0,7:48:15,0,7:46:18,0,0,0,0,0,0,0,0,0,0,0,0,0
7:16:02,0,7:48:16,0,7:46:22,0,0,0,0,0,0,0,0,0,0,0,0,0
7:16:07,0,7:48:21,0,7:46:23,0,0,0,0,0,0,0,0,0,0,0,0,0
7:16:08,0,7:48:23,0,7:46:25,0,0,0,0,0,0,0,0,0,0,0,0,0
7:16:09,0,7:48:28,0,7:46:29,0,0,0,0,0,0,0,0,0,0,0,0,0
7:16:14,0,7:48:30,0,7:46:30,0,0,0,0,0,0,0,0,0,0,0,0,0
7:16:15,0,7:48:31,0,7:46:36,0,0,0,0,0,0,0,0,0,0,0,0,0
7:16:21,0,7:48:35,0,7:46:37,0,0,0,0,0,0,0,0,0,0,0,0,0
